content,score
Orang ini tidak memberi ulasan apapun,5
Mantap,5
Ok,5
yang terbaik sepanjang masa,5
Bagus..sangat membantu,4
Sangat bagus,3
Keren,2
Mudah dan terpercaya,5
Bagus,5
bintang sudah membuktikan!,5
"Bagus,, tapi punya aku agak lambat notif di update nya.. Yang lain udh canggih yang aku masih versi lama aja.. Ketinggalan 😁",5
Bagos,5
Good luck,5
wa grup error hadeh,4
mengapa fitur baru di WhatsApp saya belum ada,3
Kenapa pesan blokir akun yang tidak di kenal masih bisa masuk pesan...tolong perbaiki,5
"Burukkk, gua ngechat cewe gada yg bales anjir",1
Pas akun google di pindahkan ke hp baru. Was punya kena spam mulu...padahal di update terus ...,2
mantap,5
Watsap semakin. Hari semakin aneh,5
👍,5
Mantap,5
"Kok meta ai ku, belum ada yah padahal teman ku dah punya",2
Ok 👍,5
Mudah untuk berkomunikasi,5
"Mohon peraturan jangan terlalu ketat lah admin,masa iya teman saya ngirim foto aja akun saya kena spam.",5
ko pas kamera depan foto/video ga bisa layar full cuma setengah.tolong perbaiki,1
Bagus,5
keren whatsap nya..,2
Bagus sekali,4
tolong wa say kok di blokir knpa bisa tolong segera di perbaiki,1
kenapa di update malah ga bisa ngirim foto,1
Padahal udah lama banget pake wa tapi kenapa akhir² ini akun ku sering kena spam padahal nggk ada aktivitas yang mencurigakan atau melanggar aturan kebijakan dari WhatsApp. Nggk kepake seharian juga kadang dapet pemberitahuan spam . Tolong dong dibenerin lagi soalnya banyak grup² kerja,1
"Sangat penting,",5
Bagus,5
Aplikasi yang kalo di update malah makin ga guna,1
Semoga lancar berteman dalam groupp,5
Sangat menikmati,5
Saya belum mempunyai meta ai,5
Keren,5
suara kadang tidak jelas,3
Saya sebagai pengguna iPhone 16pro max ultra XR 5G sangat merekomendasikan aplikasi ini Terbaik guys😁👍,5
Untuk status2 tolong di ubah seperti dulu donk sesuai jam posting bikin jualan susah 😭,1
aplikasi yg sangat berguna,5
",😏😏😏😏😏😏😏😏",1
kenapa tidak bisa mengambil tangkapan layar foto profil nomor orang lain?,3
terbaik,5
"Padahal dulu WhatsApp enk banget sekarang dh gini susaj bet kirim otp g masok"" di telpon juga g masok apalh",1
Gak jemaat👎👎👎👎,1
min wa ko wa sya ga ad saluran sii?,4
"ga bisa ngirim video ke story/temen, selalu ada tulisan ""format file tidak didukung"" padahal memory belum penuh",1
whatsapp messenger tidak bisa di aktifkan,5
kenapa yah di aku gak bisa di like,5
"Ada no. Yg tdinya bisa, skrg tdk bisa pakai Wa",5
Inop,3
Membantu berkomunikasi,5
Saya menggunakannya supaya mudah berkomunikasi,5
Sw tebisa di like knn bos,2
Mantap,5
Ko sering saya di blokir di WhatsApp sih😭😭,5
Bagus,5
Semoga kedepanya semakin mebaik aja semakin ada perubahan yang baru dan sangat tidak mengecewakan,5
Tolong tambahkan fitur mengirim suara dan mengirim video untuk meta AI🙏,4
bagus,5
sangat bagus,5
lumayan,5
"Udah cukup bagus sih,tapi setiap mau ngahapus pembaruan status tapi gak bisa,apa nya coba",3
Terbaik,5
percuma juga update ulang tiap Minggu fitur musiknya nga mucul²,4
bagus,5
Baik,5
Sangat Baik,5
bagus,5
Semoga WhatsApp ku cepat terprogram lagi dan bisa dinikmati lagi Whatsapku,4
Entah knapa hari ini wa ku nggk bisa ke buka..😔😔,4
selama ini wa sangat membantu sy dlm menjalani komunikasi dan interaksi kepada tema2 tp kenapa skrg sy tidak bisa menggunakan wa LG.tks,5
Sangat berguna untuk mencari jdh🗿👍🏻,5
Aplikasi ini membantu kita Berkomunikasi tetapi Saya beri 4 karena kualitas saat Membuat Status WhatsApp yang tadinya kualitas bagus mennjadi Jelek seperti Pixel 🙏,4
Padahal udah di update tp fitur efek nya GK ada -_-,1
km kok gitu,5
🥰🥰🥰🥰🥰🥰🥰,5
apalah fitur like s.w jelek anjai alayy tw g,1
Menyebalkan upl fto story pke msik mlah ngblurr anehhhh🦵🏻👎🏻,1
Bagus,5
Baguss,5
WA saya tdk bisa diverifikasi mohon dibantu,4
good job,5
baik dan bagus.,4
Keren,5
Bagus baget❤❤❤❤❤❤❤❤❤❤❤❤❤🌺🌺💖💖💔🌷🌷🇮🇩👍👍👍❤👉😇🤣😂👍❤🇮🇩❤💗💖🌺😖😖🌺🌷💖❤☝️👍👍❤,5
Kenapa WhatsApp saya sering dispam,3
Semoga tambah baik lagi pelayanannya,5
Cren,5
ko aku slalu ketinggalan fitur' baru dari wa ya pdahal aku pengen ada fitur repost gitu,3
Saya suka dengan whatsapp ini,5
Aaa alus pisan (bagus banget)🤭,5
Mantap,3
baguss bgtt,5
Baguss,5
Wa jahanam memaksa saya utk mengganti wa sedangkan hp saya udah penuh tdk bisa download,1
"Update terus tp kwalitas video makin burem, tolong diupgrade jg ya kwalitas status WA brbentuk video, emak2 jd ggal estetik nih gara2 burem🤣🤣🤣🤣 nnt kalau sdh diupgrade, bintangnya saya tambahin bagaikan bintang di langit😝",3
Sangat bagus dan bermanfaat!,5
Keren,5
Gua udah ganti nama kontak temen masih gak bisa!,5
",seru nih ,76 . ,om",4
bantu fitur baru,5
Jelek sekarang sudah tidak bisa menampilkan Tumbnail pada apa yg kita bagikan... Memicu lawan komikasi dengan kecurigaan yg tinggi...,1
Oke,5
"Tanpa alasan apapun, nomor saya tidak dapat lagi menggunakan WhatsApp harap tinjau akun saya dan segera selesaikan masalah ini,termakasih",1
Trimakasi wassap,5
min ini saya bkin nomor baru ko kode nya engga masuk² yah di suruh tunggu satu jam pas udah satu jam malah di suruh tunggu satu jam lagi engga masuk² kode nya,3
Ok,5
Sangat membantu,5
Sae pisan,5
gaada musik,1
Baik,5
Whatsapp makin error deh format file tidak di dukung lah inilah tambah jelek apk whatsApp,1
Kenapa saya beri reting 5 Karena WhatsApp itu penting,5
ist the best,5
Gak bisa login bang,5
Saya suka dengan whattsApp ini 💖,4
"wa gak jelas,add orang ke grup aja ke band,yg on wa seharian juga ke band,gak jelas bet,klo update tu makin bagus jangan makin gak bner,bkin grup kluarga aja ke band,klo di bca deplover nya mohon di perbaiki",1
Sdh update blm bisa aktfkn musik,4
Aplikasinya sangat bagus,5
penginstalan yang cepat pelayanan yang baik dan jika mudah luar biasa👍👍👍👍👍👍,5
bagus,5
Oke,5
"Sangat bagus, tetapi akhir akhir ini wa saya sering keluar sendiri",5
memuaskan dengn aplikasi ini,5
Oke,5
Are8t wa . AQ,4
Dengan WhatsApp memper mudah dalam berkomunikasi,4
Bagus,5
cepat updet,1
kok gaada wallpaper warna warni nyaaa,3
very good,5
Bagus bangettt,5
Terbaik,5
Bagus,5
Bagus,5
Ok,5
Sering Gabisa ngirim video story maupun Ngirim ke orang,1
"halo whatsapp sebenarnya aplikasinya ga buruk tapi mohon tingkatkan lagi, kadang saya mengirim pesan ke saluran tapi ga terkirim padahal sinyal lancar, dan centang satu padahal ada keterangan online dari penerima mohon tingkatkan lagi ya",4
Bagus sih,5
Sangat baik untuk berkomunikasi,5
kenapa wa saya kagabisa di pake tulisan nya tinjau tolong bakin akun saya dan saya juga kirim pesan ke grup ada ❗dan ga bisa ke kirim,1
"terkadang saat mengirim pesan masih suka centang 1, padahal internet baik-baik saja",2
Terimakasih telah membantu kami,5
WA ini sangat bagus dan berguna untuk berkomunikasi dengan orang orang jauh aku suka,5
Apk ini sangat berguna untuk mendekatkan orang yang jauh,5
ok,5
Suka koq,5
"sukaa bngettt samaa WhatsApp, slaluu updatee yg terbaikk 💗💗",5
Tolong benerin lagi tadi buka wa malah keluar sendiri aku masuk lagi wa gak bisa dan kirim chat. Masuk nya lama,3
bagus ih tapi pas diupdate kembali ko ga ada meta AI nya yah...,5
Bagus,5
Bagus,5
Semenjak update untuk kirim gambar sama vidio jadi lemot dan sering blank,1
Kirim gambar super lemot banget ladangnya parahh!,1
Semoga bisa segera update WA musik di android ku,5
"2024 system sangat jelek, tiba2 ke baned sendiri... semoga ada app pengganti whatsapp",1
Sangat bermanfaat,5
oke,5
Dulu bisa centang 1 sebelum di baca..skrg g bs ..payah,1
bagus dan terbantu,5
Mark Zuckerberg yg terhormat tolong kembalikan fitur screenshot 1x lihat,1
"aplikasinya si bagus, cuma semenjak ga sekontak sama dia jadi ga semangat buka whatsapp",5
Tolong perbaikin lah aplikasi nya masak gadak buka wa seharian bisa kena blokir spam padahal gadak ngapa-ngapain,1
mantap,3
Wa gaje mau masuk nomor sendiri susah hp aku yang biasa digunain rusak mek makannya aku pake hp ini malah disuruh salin kode hp ainh rusak gimana cara ku nyarin kodenya tambuk,1
masi bagus apk nya.,5
Bagus,4
Bagussa bangetttt,5
Saya sudah mengunduh dari Play Store tetap saja disuruh mengunduh aplikasi dari Play Store. Memangnya aplikasi yang saya unduh dari Play Store adalah aplikasi palsu?,1
suka,5
Melancarkan segala informasi,5
Kenapa apk ini sering minta diperbaharui,1
Sangat bagus,5
"tolong jangan bolak balik WA guaa,TAPI seru bisa bertemu teman"" chatt",5
sangat bagus,5
Ok,3
Gajelas tiba tiba akun WhatsApp keblokir,1
kenapa WhatsApp ga bisa kirim pesan? trus pesan yang masuk juga ga keliatan,3
"aku kurangin satu, soalnya belum dapat updatean warna bubble chat 😩",4
Kenapa loading terus pas update,2
Jozz.,5
"Mudah error, tidak bisa kirim pesan banyak, payah 👎",1
Bagussss,5
"saya tikdak bisa menggunakan akun WhatsApp saya karena tidak resmi,tapi saya sudah menggunakan WhatsApp resmi,tolong segera selesaikan masalah ini,Terima kasih",1
sangat membantu,5
wa eroro,1
oke,5
"Aplikasinya bagus, tapi bagi handphone yang memiliki memori kecil, akan sangat sulit untuk mengupdate ke versi terbaru, kalau tidak diupdate maka watsap akan berhenti. Jadi terpaksa harus menghapus beberapa dokumen. Tolong walaupun tidak Diupdate watsap tetap berjalan dan tidak ada kewajiban untuk mengupdate ke versi terbaru.",2
gara gara error centang wa masuknya cuma satu cewekku merajukkkk.. perbaikin lagiiiii,3
berguna bangettt pokonyaaaaaa...,5
Sangat bagus,5
the best,5
kenapa wa saya kok gak bisa di buka tolong wa saya jangan di laporkan mohon bantuan nya janji kalo bisa aku kasih bintang 5 pelis bantu iya wa saya,5
Cara melepaskan nams2 dari,5
Akun watsap saya kena blokir 5 kali,1
Fitur musiknya kok belum muncul,1
Bgus,5
Terimaksih whats app,5
lancar jaya,5
Bagus ya wa ya terimakasih,5
bagus bagus aj,5
- Meta AI nya ilang 😭,5
Belum terlalu berpengalaman tentang ini,4
Knp sulitnya Daftar whatsapp ini sdah 3 bulan gk bisa,3
Sangat bagus,3
good service,5
Bagus banget saya memberi lima bintang karena aplikasi nya bagus banget,5
Oke nih apk...,5
👏,5
Kok saya mau daftar wa malah GK dapat2 kode nya trus yg ada malah harus nunggu same 7jm baru Nemu ke gini bisa nya juga GK gini,1
Bagus,5
akun saya kena hack,5
tolong donk tambahin fitur blokir panggilan tak dikenal..thanks,4
oke sangat beguna,5
"ko wa saya sering error nih, kenapa yaa developer? aneh banget padahal hp saya enak ajaa gaa kenapaa kenapaaa, tapi wa malah error terus, tolong lah perbaiki developer",5
Op 🤮❤️🙃🤗⏪Ⓜ️💨🙏 🤮,5
Ok,5
watsap saya tida seperti yg lain bisa di perbarui otomastis,2
bagus,2
Berguna untuk semuanya dengan hal yang lain....,5
Good job,5
"ini maaf ya aku kasi bintang tiga, soalnya wa aku blm ad fltr an terus kalo lagi vc suka mirror trus, jadi aku mohon buat pihak wa untuk kasi wa aku ada fltrnya dan kalo vc ga mirror",3
Bagus,4
Aplikasi ngga bisa di buka,5
Wa Hilang,4
Sangat bagus,5
seru,1
Sangat bagus,5
Watsahp,2
Ogehhh,5
Sempurna,5
Sering spam,1
Kenapa no d sep,2
Aplikasi nya bagus sekali yang kurang saat mendengar voice note tiba tiba mati tapi gapapa dari semua sudah bagus tapi tolong dong update lagi,5
Di upgrade lagi malah susah ke kirim,2
Bug saat telefon dan voice note,5
"kalau bisa opsi ganti akun dibuat lebih simple min hehe, kayak ig gitu selebihnya okee tingkatkan lagi",5
sangat bagud,1
Mantap,5
aplikasi sangat baik,5
Ok pollll,5
"Aku bisa chat sama teman teman atau keluarga pakai aplikasi ini, tapi bisa tambah fitur lagi selain musik di status?",5
Tolong pihak whatsapp Durasi bikin story WA di perpanjangan 3 menit Whatsapp nya udh mulai bagus Tapi bikin story WA nya di perpanjang 3 menit terimakasih,4
Mohon kode WhatsApp nya Krn hpq rusak kartu. Z simpan di hp baru mohon bantuanya,5
baguss fiturnyaaaa💋,5
Sangat bagus,4
yuu,4
Baik,5
Tolong bantuannya whatsapp sya baru buka whatsapp lngsung dikeluarkan kan mohon dibantu ya,5
Mantap,5
No coment,5
𝒔𝒖𝒍𝒊𝒕 𝒅𝒊 𝒃𝒖𝒌𝒂,5
Bagus dan asik,5
Baguss bgt,5
saya kecewa sekali dengan WhatsApp selama saya 6 thn menggunakan WhatsApp tidak ad kendala seperti nmr ke blokir nmr tidak bisa menggunakan WhatsApp karna spam nmr ke kenon atau apa lah tapi skrng kena spam dikit saja nmr nya udah ke blokir ke band ke kenon tolong di perbaiki lagi ya WhatsApp saya minta itu karna saya sering kali kena band blok atau ke kenon,1
aplikasi ini bagus,5
Tambah kesini aga buruk. Gda pemberithuan klo ada yg wa🤕,3
Sangat luar biasa,5
Cukup baik,5
Riyann Riyann,5
"Dulu banyak orang mengenal kami lewat WA namun kini, WhatsApp kami tidak aktif lagi bagaimana caranya agar bisa terhubung kembali seperti semula wslm 🙏",5
semoga WA saya bisa ubah warna cht,5
Bagus,2
"Ya,saya sangat suka dengan aplikasi nya",5
Mantap sangat bagus,5
Kontak wa tidak muncul walaupun sudah disimpan.,2
good,5
Tolong update nya jangan terlalu cepat,2
kenapa kaga ada yg ngecet ya,2
susahnya dapaet kode virifiksai,1
foto video nya bukaan,5
Bgs kren,5
sangat membantu,5
apk yang sangat membantu banyak manusia/orang dalam bersilaturahmi.,5
Puas,5
Bagus sangat membantu,5
Ko WhatsApp ga bsa bsa ya knpa ya,5
Tolong pindah tombol chat audio grup karena gampang tak sengaja terpencet,4
Bagusb,1
Whatsap nya berguna tapi status nya di jadiin kebawah lagi dong jangan miring😆😆,4
"Apk ini bagus tapi tolong hapus iklan pengganggu ya ,klw SDH aman saya klik penuh 5 bintang",4
Okeh,5
Tdk bs terbuka padahal sdh unduh Knp dipersulit menggunakan aplikasi Whats up,2
SD g xx tz xx s ss DDR xx xx Dewe CC sw,1
Baik,5
bagus sekali dan sangat bermanfaat 👍🔥🔥,5
mantap aja,5
Lama kelamaan ngebug wa aku 😣,1
"Whatsapps seharusnya updatenya setiap minggu, supaya canggih terus, jangan nunggu setiap bulan baru uodate, paling lama harus satu minggu diperbaruhi.",5
ADM ALilA SAN,5
bagus,5
"Admin kenapa dari dulu belum diperbaiki masalah update status vidio pecah burem, vidio bagus jadi jelek sayang sekali padahal whatsapp apk utama buat komunikasi banyak peminat tapi kualitas blm ada perubahan. Tolong kalau upgrade di perbaiki khusus status vidio whatsapp. !!!!!!",1
kerren...,5
Keren,5
"Baik saya akan langsung ke intinya saja,mengapa wa di hp Vivo y17 sering kali ter-blokir karena spam padahal baru saja membuka wa ????",1
"Saya gabisa masuk ke WhatsApp karena WhatsApp tidak resmi,tapi Saya udah download ulang tapi tetap gabisa",1
"Aplikasi ini bagus, tapi ada 1 hal META AI ga di bales bales kenapa ya Saya harap Meta AI bisa membalas chat kita, Meta Ai bisa di gunakan di HP samsung android",5
sangat mantap,5
tolong di berikan lebih banyak fitur yang lebih berguna,1
Sangat membantu,5
bgus,5
Aplikasi ini cocok untung vidio call sama keluarga,4
Bagus,4
"kenapa audio untuk status sangat terbatas, minimal kalo mau ambil di file / berkas audio. gitu jangan dari WA ny aja.",4
bagus banget,5
Ok keren,5
Kurang bagus trlalu banyak bug,1
"notifikasi panggilan kok jadi ngambang di atas layar, gak kayak biasa tampil di depan layar menyulitkan menerima panggilan 😒",1
"Gajadi bntang 5, knp kontak sya sering ke riset sendiri",5
Dul mbojo Yes,5
"Ma'af sebelumnya, yg punya hutang itu bapak saya, di tipu sama saudaranya pinjam sertifikat buat pinjam di bank BRI, saudara malah gak tanggung jawab, cuman 150 juta,",5
waw keren,5
Bagus,5
"Aplikasi nya bagus tapi WhatsApp saya blom ke upgrade WhatsApp orang"" sudah bisa bikin status pake musik sedangkan WhatsApp saya blom tolong di bantu yaa Please buat updatenya tolong biar bisa pake musik",5
bisa berkomunikasi dengan jarak jau ataupun dekat,4
Good,5
saluran ketika mengirim pesan suka tiba2 tidak terkirim,4
Ok mantap,5
Bagus,5
Bagus,5
sangat membantu,5
sak josse,5
masukam wa susah,3
"Aku kasih bt 2 , kenapa???, karena akun saya tidak bisa di pakai katanya Karena spam padahal saya g pernah spam, maksudnya apa ya?? , mana besok aku masih ulangan, link ulangan kan di kirim via WhatsApp dan malah di block lagi , udh mana aku sampai² ganti nomor masih aja sama , ini sistem nya lagi error apa emg kyk gini y? , tolong jawab ya dan perbaiki lagi pls, aku butuh WhatsApp soalnya, kalau ke block gmn aku mau ulangan. .",2
' A A+,5
Terlalu banyak saluran,1
Aku blm ada bubble + tema chat,3
eror,1
"bagus banget fitur"" WA skrng tpi alangkah lebih bgus lagi klo status di WA nya ada fitur di arsipkan seperti yg ada di ig jdi status yg lama. bisa di post ulang sebagai kenangan gitu",5
Bisa untuk meng hubungi teman atau BPK ibu yang ada di jauh sana,5
"tolong aku. kami di aktifkan akun kami di laporkan orang TDK bertanggung jawab,tlg aktifkan kembali,kami mengikuti peraturan washap",5
Ok,5
Aku kasih kamu bintang lima deh soalnya kamu berguna banget bagiku! ᕦ😆ᕤ,5
LAMA UPDATENYAAAA,3
kenapa stiker wa tidak bisa di kirim!,1
Baik,4
Wa kntl bru spam dikit si ban anj,1
Aplikasi ini sangat baik,5
Sangat membantu kominikasi,2
Mantap,5
Semenjak di update gak bisa ngirim video dan foto,2
Sangat bagus,4
Kami suka dengan aplikasi ini,5
Mantap ....!,5
Jelek,1
bagus bgtttt,5
Ada bbrpa bug seperti ketika menyimpan kontak di watsapp tdk tertera tapi orng tersebut terdaftar di wa,1
Sangatttt sangattt bagusss 100%,5
👍,5
KURANG BAGUS TIDAK BISA BUAT STORY,5
Fitur musik nya di status wa saya kok GK ada ?,5
Mantap,5
"kenapa whatsapp saya tidak bisa di update padahal saya sudah coba berkali kali tapi tetap saja tidak bisa terupdate ke whatsapp beta,padahal semua orang bisa tapi kenapa di saya tidak bisa? bahkan sampai saya update menggunakan google tapi tetap tidak bisa. mohon bantuannya🙏",2
suka,5
bagus banget tema² nyaaa bisa dong emoji nya juga berubahhh??? bisa yawwෆ,5
Mantap,5
Saya tidak ada meta ai nya,3
"di upgrade mkin gjls, call suka tb tb mati trs bug pp sm lastseen",1
Saya puas,5
Wawa,5
Tolong update agar foto di grup tidak bisa di lihat,5
"Kenapa GK bisa bisa, untuk mengaktifkan WhatsApp ini...",2
Saya suka download WhatsApp Messenger,5
"okelahh, tapi warna bubble chat nya belum ada",5
Lambat,5
Gud,5
ok,4
apk nya gampang banget kadaluwarsa padahal baru di update tapi beberapa hari kemudian dpt notif kadaluwarsa lagi,3
good,5
Good,5
bagus,5
knp saya sama sekali tidak bisak update WhatsApp ?,2
Sangat bagus signalnya,5
Aplikasi bagus dan mantap,5
Bagus skali bisa chat sama temen,5
Terbaik,5
"Kenapa akun saya tdk dapat di gunakan, padahal saya ga spam. Mohon cek dan bantuan",5
Yang terbaik,5
Kok gk bisa blokir si tolong,1
bagus,5
fitur buruk. Selalu gagal untuk masuk ke aplikasi,1
saya sudah download tapi muncul tulisan memerlukan Whatsap resmi,3
top,5
Aku belum ada love nya gimana ya,5
Kenapa wa nya selalu spam?,5
"knp sii kalo yang lain udh pada bisa di update yng aku selalu blum,,ini th gmna ???",3
Woi Mark Zuckerberg mana meta ai nya pelit amat,1
Bagus aja,5
kenapa wa saya gak bisa pakai lagu,4
Bagus sudah ada fitur AI,5
"di aku kok g ada lagu"" nya",1
Bagus,4
Tidak bisa di update,5
Bagus banget bisa vece,5
Whatsapp aneh akun saya sering bgt kena spam padahal saya tidak pernah melakukan kesalahan..padahal saya sudah pake whatsapp resmi.,1
Tarlalu banyak memakan memori,1
"The best ,good",4
Xiomi tetap yg terbaik Semoga kedepannya lebih bagus lg,5
Mantap,1
Baik,5
"Akun saya selalu diblokir padahal sudah ganti nomor, sudah ganti akun google tapi selalu diblokir oleh pihak WhatsApp, tolong diperbaiki lagi",1
Ok,5
For close,1
Bagus,5
Ok,5
ok,5
"Kemarin gak pernah ada iklan klu buka wa, sekarang iklan nya mengerikan",1
Eh gila ini kenapa akun ke blok .padahal g lernah d pake aneh .,1
Okk,5
Mantap,5
kurang updet,3
"merasa dirugikan tibatiba whatsapp diblokir , padahal akun saya tdk ada apaapa dan buat pekerjaan saja",1
Whatsapp membantu kita untuk berkomunikasi secara online dan berkirim pesan,5
Mantap,5
Sangat membantu apa lagi WhatsApp business 🥳🤩,5
ok,5
Tolong dong di update masa cuma masukin kontak ke grup langsung ke ban anehhh,5
"kenapa akun saya kena spam yaa, udh coba ganti nomor 3kali tetep kena spam tolong penjelasan dan bantuannya",5
Semoga whatsApp update terus,5
Rajin tagung jawab,5
"tolong kepada yang terhormat wa , fitur kunci chat di hilang kan ya",2
Kenapa whatsap saya sering diblokir terkena spam..pdhl aktftas menggunakan whatsap seperti biasa,5
sangat bagus saya suka,5
bagus bangett👍🏻👍🏻,5
Mantap dan semakin baik,5
Saya suka sekali bermain WA karena bisa ngabarin temen²/keluarga di mana saja tanpa harus ketemu,5
"Wooy , wa urg tong di blokiran , urg kurir lain ngspam batur , tpi ek nanyakn patokn imhna cik lah ulah nyusahkn batur chtngn urg jadi laleungit ,",1
Lama kode verifikasinya Ribet lho!!!,5
GK bisa bikin status,1
Saya mau jadi art,5
Bagus,4
baik,5
good,5
Sangat bagus dan bermanfaat,5
Kapan rilis wa beta?,5
ok,4
maaf kok bisa kenaa sepam terus padahal saya egak melakukan hal yg aneh,1
Pelayanan informasi cepat dan tambah dan tingkatkan lebih bagus,5
aplikasi taikk kebanyakan bug,1
Butuh pemanduwisata+ driver ready,1
ini kenapa tiba tiba ga bisa kirim chet di grup terus ga bisa story jugaa sii?!!,1
Bagus,1
Manatap,5
"Tolong di perbaiki untuk pengiriman foto dan video kak, untuk chatting telepon maupun video call lancar, tapi waktu ngirim foto sama video loading dan gagal terus. Tolong segera diperbaiki ya 🙏",5
Untuk wa sekarang banyak yang di salah gunakan semenjak ada nya fitur stiker menggunakan foto seseorang. Sebaik nya fitur stiker dengan menggunakan foto manusia sebaik nya di tiadakan karena banyak yang menyalah gunakan nya,1
Kenapa wa sudh update persi terbaru muncul iklan trs makin kesini wa makin. Aneh ajha,3
membantu sekali dalam berkomunikasi.,5
tolong tambahkan fitur rekomendasi kontak untuk menambah teman tanpa perlu meminta nomor ke orangnya langsung,5
Kenapa frame video yang diunggah ke status berubah mengecil setelah terposting?,4
WhatsApp ini jelek saya selalu di blok apa salah saya kok ngeblok terus,1
Wah bagus aku suka sekali 😚🤙🏻,5
"Aplikasi nya bagus bgt sih, cuman ini knp update yang terbaru di aku gak ada? jadi agak kecewa dikit sih..",4
Bagus,5
Belom dapet update AI😭 whats wrong???,5
Tolong pulihkan akun saya karena tidak bisa buka,3
tapi aku belum ada META AI nya,5
sangt membantu berkomunikasi lebih lncar dn baik,5
di hacke wa saya tolong whatshap block para hacker,4
"NIH WA KENAPA SIH PERASAAN MAKIN SINI MASALAHNYA MAKIN ADA"" AJA HERAN! UPDATE BUKANNYA MAKIN BAGUS MALAH MAKIN JELEK!",1
semoga akun saya tidak kena spam lagi terima kasih,5
Status g urut,1
mantap,5
WhatsAp sekarang tdk stabil seperti yang dulu tiba²terkena spam padahal belum spam apapun dan pada siapapun tolong pulihkan kembali karna ada data penting di whatsApp saya,5
"tolol sekarang malah di spam lagi kenapa akun saya selalu di spam lagi ini sudah ketiga kalinya, knp skrng bnyak bgt bug nya tidak seperti dulu sekarng whatsapp sangat payah saya sangat kecewa sekali",1
Ok,5
Al beta,5
"aplikasi ribet, kode otp gbsa masuk sms padahal ada pulsanya",1
",,,,...... tulisanku dngr sy Zzzz,,,,......",1
Aplikasi ini sangat berguna untuk saya karena kita bisa vc dan menelpon dengan keluarga kita yang jauh,5
Bagus,2
"Ini WhatsApp punya masalah apa yaa, gak ada nyepam tapi tiba2 wa ke blokir karna spam kan anehh, tolong dong kembaliin wa pribadi saya",1
sangat bagur,5
Wa saya kena spam.,2
Akun saya terblokir tanpa sebab tolong dilihat lebih detail via WhatsApp,1
Tambah kan pembaruan nya lagi ya,1
Sangat sangat baik dan tidak suka ngeleg,5
Tidak bisa bacup aneh whatsapp sekarang makin sulit,1
Agak kurang okeh,5
"Wa ini aneh kenapa tiap hari hilang w,a nys",1
masok,5
Mohon dibantu oleh pihak whatshapp membuka kembali nomor whatshapp saya dispam oleh pihak whatshapp nomor whatshapp saya+6282219794771,5
Mantap,4
tolong lah meta ai gw blum ad minn,4
Punyaku kok belum bisa story ada lagunya ya,5
"Wasthaapp saya tidak bisa kebuka,tolong bisa kebuka lagi",5
Perbaiki whatsApp saya,1
"kenapa kok di wa saya, tiba2 saya keluar dari group padahal dan semua pesan2vsaya terhapus di wa tersebut.",3
"Tidak dapat masukk, katanya perlu wa resmii, padahal saya download di playstore",1
Lebih baik fitur yang lama,3
Filtur musik blm ada di wa ku,5
bagus dan bisa dapat cuan🙏,5
Bagus karena kita bisa buat komunitas disisi,5
"aplikasinya bagus sih tapi sayangnya pas aku buat komonitas group, aplikasinya enggak bisa di buka lagi? sayang banget yah udah sejauh itu wa aku berkomunikasi dengan teman temanku tiba tiba enggak bisa di buka",5
ibu rumah tangga,2
Akun selalu di blokir terus,5
"kok setelah di perbaharui malah error aplikasi ini,,,, sungguh mengesalkan",3
Bagus,5
Sangat membantu,5
Sekarang Whatsapp ga bisa d buka,5
Tambahkan fitur arsip story WhatsApp,5
SANGAT BERGUNA,5
Watsap spam,1
Oke lumayan,4
bagusi tapi adbdet terus,4
Bags bagus,5
Lancar,5
sangat baik Cuma sering kena gangguan,5
Suaraaaaa nya kgaaa adaa ini bug atau apa?,1
Appl penting,5
baik,4
"knp makin kesini whasaap, harus di update melulu kan memori aku penuh jadi, jangan di update melulu, tolong🙏🏻🙏🏻",3
Wa eroorrr,5
"Ketika saya membagikan foto di aplikasi WhatsApp, video atau foto yang saya bagikan terkadang resolusi nya berkurang, yang sebelumnya hd menjadi kurang, itu saja kritik dari saya.",4
lama ke lama an jadi lemotl update doang banyak fitur² gak di lancar kan,1
"sudah 4 bulan diupdate masih tidak bisa ngelike story wa, aneh.",2
Baru kali ini susah di buka n lemot,5
keren,5
Meta ai mengganggu tolong hapus,1
Amandayani Lubis Ani Lubis Lubis,5
Sangant puas,5
Sangat baik,2
Wa,1
kenap setia saya chat seseorang P wa saya langsung di blokir ?,1
Minta bantu dong whatsapp ku gk bisa di gunakan lg,2
Sangat bagus,5
Bela,5
Admin tolong saya kok chat keseluruhan tiba tiba hilang tanpa sebab kenapa ya? Belum sempat ku backup juga HELPP,3
aplikasi ini sangat memudahkan,5
"Kenapa beberapa bulan ini status ga update dr yg baru posting ke yg lama.. seperti acak, diatas ada yg kmrn, di tengah ada yg br beberapa menit dan yg bawah bs kemarin lagi",4
Bagus,5
ini apk apaan sih udah bnyk bugnya masak iya buat vidcall aja macet² pdhl buat lainnya lancar,1
Sipp mantap,5
tidak lelet,1
Mantab,5
Ini kenapa atau saya aja yang ga bisa masuk saluran orang ya sama gk bisa buat saluran sendiri ya ini kek mana,1
Sangat membatu,5
saya opprator,5
Aplikasi nya bagus tapi yuk di watsap dikasih vitur siaran langsung pasti makin gokil,5
Mantab saya suka,5
Oke,5
wa tollll,1
